Tweets
"{'text': 'RT @syn_prince: #youthleader #rohitpandey #santkabirnagar #RahulGandhi we need a leader like this  ......  @RahulGandhi must listen ... Fut…', 'sentiment': 'neutral'}"
"{'text': '@AudaciousQuest_ @IndianExpress 😂 scared?????? 😅even a baby kangaroo would feel like King Kong in front of… https://t.co/gwCjDfBxcK', 'sentiment': 'neutral'}"
"{'text': ""AAP's Tactical Move to Forge Alliance in Delhi for Lok Sabha Election Rejected by Congress President Rahul Gandhi,… https://t.co/f7XTXUGOZ6"", 'sentiment': 'neutral'}"
"{'text': 'RT @syn_prince: More\n#youthleader #rohitpandey #santkabirnagar #RahulGandhi we need a leader like this  ......  @RahulGandhi @RajBabbarMP @…', 'sentiment': 'positive'}"
"{'text': 'RT @pathan_sumaya: #Telangana CM and #TRS chief #KCR who is trying to weave a Federal Front of regional parties, gets support of his all we…', 'sentiment': 'neutral'}"
"{'text': '#PioneerEdit - The Wayanad gamble : It would be too naive to interpret Congress president Rahul Gandhi’s decision t… https://t.co/Cpbzev0BF2', 'sentiment': 'negative'}"
"{'text': 'RT @syn_prince: #santkabirnagar #wethepeopleofindia #Congress #RahulGandhi @rohitpandeysantkabirnagar a winning constituency for @INCIndia…', 'sentiment': 'positive'}"
"{'text': 'Major embarrassment for #RahulGandhi, #Congress-linked pages removed #CongressFakesItOnFB #LokSabhaElections2019… https://t.co/cvqwKilGUv', 'sentiment': 'positive'}"
"{'text': 'The much-debated #NYAY or Minimum Income Support Programme (MISP), which was announced by #Congress president… https://t.co/9oSVHtG41d', 'sentiment': 'neutral'}"
"{'text': 'RT @syn_prince: Same question from the opposition party to #ModiFailsNationalSecurity .... #pm ji please answer ur own questions ... #wakeu…', 'sentiment': 'positive'}"
"{'text': 'RT @INCGujarat: WATCH LIVE: \nCP #RahulGandhi addresses public meeting in Wanaparthy, Telangana. #TelanganaProgressWithCongress  https://t.c…', 'sentiment': 'positive'}"
"{'text': 'RT @ashokgehlot51: #RahulGandhi ji has raised the issue of restoration of water bodies and protecting the environment in the electoral disc…', 'sentiment': 'neutral'}"
"{'text': ""After successfully transforming #Amethi to #Singapore , Amul Baby #RahulGandhi is headed to God's own country's… https://t.co/lfF2PrcQlt"", 'sentiment': 'positive'}"
"{'text': '#BharatKaVikasCongressKeSaath provision of employment to the youth would furl the growth of nation in reality\n#INC… https://t.co/3EoxLFgRt2', 'sentiment': 'neutral'}"
"{'text': '#NarendraModi will scrap #Article370 and #article35A while #RahulGandhi &amp; #OmarAbdullah will hand over #Kashmir to… https://t.co/4s3TzzY54Y', 'sentiment': 'neutral'}"
"{'text': ""RT @kartha_tara: Isn't it amazing that #RahulGandhi #Congress is now willing to set out a minimum income plan, after having forgotten about…"", 'sentiment': 'positive'}"
"{'text': '#RahulGandhi #PappuDiwas \n\nThis is really Bad, People should know about this.. https://t.co/ObvuHHqh44', 'sentiment': 'negative'}"
"{'text': 'Has #Hindu backlash fear prompted #RahulGandhi to pick #Muslim majority seat  #Wayanad in #Kerala  ?… https://t.co/SHxb7w0Lem', 'sentiment': 'neutral'}"
"{'text': 'Battle Wayanad: Vellappally might leverage upon Ezhava votes\n#Battle #Wayanad #Vellappally #leverage #Ezhava #votes… https://t.co/u6lgaA368F', 'sentiment': 'neutral'}"
"{'text': '#RahulDealWithScamsters  . How shameful,  #PrimeMinister aspirant #RahulGandhi is receiving unlawful money from #2G… https://t.co/iRKk4eCrLg', 'sentiment': 'neutral'}"
"{'text': 'RT @DeccanHerald: #DHPoliticalTheatre\n\nOPINION | ""The #Congress’ managers and #RahulGandhi himself, personally, have spent years trying to…', 'sentiment': 'negative'}"
"{'text': '#RahulGandhi must answer #India\n\nWhy is it so that every scamster is linked to u and ur family always ?\nChristian M… https://t.co/pdEochFqkB', 'sentiment': 'neutral'}"
"{'text': 'RT @pennewstweet: Rahul to file nomination papers for Wayanad Lok Sabha seat on Apr 4\n#RahulWayanadDebate #RahulWayanadEscape #Wayanad #Way…', 'sentiment': 'neutral'}"
"{'text': '#RahulGandhi stop fooling urself mr pappu. Indian knows ur window shopping promises. So shut up and dont behave like idiot', 'sentiment': 'negative'}"
"{'text': 'Vote For @junmoni_devi!\n\n#election #politics #vote #india #congress #elections #news #narendramodi #rahulgandhi… https://t.co/rWINb6haxk', 'sentiment': 'neutral'}"
"{'text': ""“ #RahulGandhi making way for his sister to do the difficult job of countering #NarendraModi” @homernods 's analysi… https://t.co/0erGUJBrU9"", 'sentiment': 'negative'}"
"{'text': ""#Congress seeks PM #Modi's apology for his remarks over party chief #RahulGandhi choosing to contest also from… https://t.co/2yZPOO9pDc"", 'sentiment': 'neutral'}"
"{'text': '#RahulGandhi must answer #India\nWhy u kept investing money with 2G scam accused company Unitech Sanjay Chandra whil… https://t.co/tJsnHgW9cR', 'sentiment': 'neutral'}"
"{'text': 'RT @HimanshuGoelG: Even a #kids also knows that #Explaining #RahulGandhi means playing #Bean ahead of #buffaloes.\n #भैंस_के_आगे_बीन_बजाना\n😂…', 'sentiment': 'neutral'}"
"{'text': 'RT @MaaBharati1: @RahulGandhi @INCIndia @rssurjewala \nNation  wants to know if #RahulGandhi is party to land Ghotala. https://t.co/n9RqX7gy…', 'sentiment': 'positive'}"
"{'text': '@RahulGandhi @INCIndia @rssurjewala \nNation  wants to know if #RahulGandhi is party to land Ghotala. https://t.co/n9RqX7gye2', 'sentiment': 'positive'}"
"{'text': 'Sensex crossed 39,000 !!\n\nThanks to Nehru.\nNo nehru. No sex. No sensex.\n\n #KXIPvDC #HappyBirthdayAjayDevgn… https://t.co/C53G9je9C9', 'sentiment': 'positive'}"
"{'text': 'RT @_shriraj: When you Vote, do not Forget this. Remember Them for a While\n\n#RahulForBehtarBharat #ModiMatBanao #MuhKholaJhoothBola #Minimu…', 'sentiment': 'neutral'}"
"{'text': 'RT @sravandasoju: #AICC Spokesperson Dr Sravan Dasoju Translated All India Congress Committee President Shri Rahul Gandhi Ji Speech at #Huz…', 'sentiment': 'neutral'}"
"{'text': '#RahulGandhi must answer #India\n\n1. Did u buy 2 flats at Signature Tower 2 of Unitech in Gurgaon. The agreement of… https://t.co/cJ6mAMerni', 'sentiment': 'neutral'}"
"{'text': '#RahulGandhi visited #temples figured out #hindus in #Amethi are smart to be cheated and picked a #Muslim majority… https://t.co/4yW0cjWbN8', 'sentiment': 'positive'}"
"{'text': ""Will the tweets from #RahulGandhi, the official account of the Congress President, define the scope of the party's… https://t.co/diRFf3s6l7"", 'sentiment': 'neutral'}"
"{'text': 'The #Congress is likely to release its manifesto for the #LokSabhaElections2019 today. It will be released by… https://t.co/5k5ppYoBJG', 'sentiment': 'neutral'}"
"{'text': 'When you Vote, do not Forget this. Remember Them for a While\n\n#RahulForBehtarBharat #ModiMatBanao… https://t.co/pC0C2QCGBK', 'sentiment': 'neutral'}"
"{'text': ""India will be well developed country when ruling party don't need to promote their party during next election.\nSpea… https://t.co/pmp4MNse0h"", 'sentiment': 'positive'}"
"{'text': '#DHPoliticalTheatre\n\nOPINION | ""The #Congress’ managers and #RahulGandhi himself, personally, have spent years tryi… https://t.co/cE2YAzXIJT', 'sentiment': 'negative'}"
"{'text': ""RT @kishkindha: There's nothing like day after tomorrow in politics. #RahulGandhi has to bat in the present. His goal has to be 2019. Not 2…"", 'sentiment': 'neutral'}"
"{'text': 'RT @rahulmishra688: Seriously ....#RahulGandhi https://t.co/R2UXVM8Fdg', 'sentiment': 'negative'}"
"{'text': ""Lok Sabha elections 2019: Congress seeks PM Narendra Modi's apology for remarks...    #RahulGandhi… https://t.co/AZx1jHBkEu"", 'sentiment': 'neutral'}"
"{'text': 'Rahul Gandhi tweets give away Congress manifesto?\n\n#RahulGandhi #Congress #Politics #CongressManifesto… https://t.co/WTINyojZo7', 'sentiment': 'neutral'}"
"{'text': 'Congress to unveil 2019 poll manifesto on Tuesday\n\n#RahulGandhi #Congress #Politics #CongressManifesto… https://t.co/kK2gSbhQXx', 'sentiment': 'neutral'}"
"{'text': ""@htTweets Who else will be needed to punish the Congress...\n#RahulGandhi is enough to put under stress...\nHe's mast… https://t.co/UiSY5aY1TA"", 'sentiment': 'neutral'}"
"{'text': ""RT @NagarJitendra: #Wayanad\nIt's a Constituency with 8 lac population with more than 50% Minority \n\nA district from where 3 #Shantidoot esc…"", 'sentiment': 'positive'}"
"{'text': '#RahulGandhi to release #Congress #Congressmanifesto2019\nhttps://t.co/GijdN4JdqR', 'sentiment': 'neutral'}"
"{'text': ""RT @top_gun55: @RahulGandhi Congress responds to PM's  comment on #RahulGandhi contesting from #Wayanad; says the PM is dividing the nation…"", 'sentiment': 'neutral'}"
"{'text': ""RT @homernods: My story on how #RahulGandhi 's Wayanad foray undermines his image makeover. \n\nArgue it is a bad move coz it shows it will b…"", 'sentiment': 'negative'}"
"{'text': 'RT @ShilpaShindeInc: #RahulGandhi NYAY Yojana , Exemptions for StartUps , Women’s Reservation in Legislature , Filling up Government Vacanc…', 'sentiment': 'neutral'}"
"{'text': ""RT @SandipGhose: @ANI #Modi didn't leave #Gujarat (where his win was guaranteed) but came to the lion's den and threw the gauntlet - when p…"", 'sentiment': 'positive'}"
"{'text': 'Rahul to file nomination papers for Wayanad Lok Sabha seat on Apr 4\n#RahulWayanadDebate #RahulWayanadEscape… https://t.co/wtAFIxGxLq', 'sentiment': 'neutral'}"
"{'text': 'A\xa0leader\xa0is one who knows the way, goes the way, and shows the way.\n#RahulGandhi https://t.co/HJdfELYjt2', 'sentiment': 'neutral'}"
"{'text': 'RT @ASHIKismyname: @SethShruti @RahulGandhi and @narendramodi \n\nI stand with #RahulGandhi \n#RahulForBehtarBharat', 'sentiment': 'neutral'}"
"{'text': 'Indian politics never fail to surprise us, this is the way forward.Jai hind !\n#Election2019 #ChowkidarChorHai… https://t.co/Ou2BSpsbxw', 'sentiment': 'positive'}"
"{'text': ""#Congress party has sought PM #Modi's apology for his remarks over party chief #RahulGandhi choosing to contest als… https://t.co/wOPURh4Gjj"", 'sentiment': 'neutral'}"
"{'text': 'RT @itsjat32: If #RahulGandhi had fought from Punjab,   every seat is Hindu minority and no one has as much Hindus as in #Wayanad. Will BJP…', 'sentiment': 'positive'}"
"{'text': '@SethShruti @RahulGandhi and @narendramodi \n\nI stand with #RahulGandhi \n#RahulForBehtarBharat', 'sentiment': 'neutral'}"
"{'text': 'RT @Payal_Rohatgi: Leader of opposition post #2019Elections is none other than #PriyankaGandhi. Feeling sorry 4 #RahulGandhi but then he is…', 'sentiment': 'negative'}"
"{'text': 'RT @kaistha_deepak: #pappudiwas #rahulgandhi #dkoding\nRahul Gandhi’s lucky Numerology Number- 72000\nEverything and anything he says has to…', 'sentiment': 'positive'}"
"{'text': '@iMac_too Now #RahulGandhi will promise iPhone 14 will be made in #Wayanad. Just wait 😂😂', 'sentiment': 'neutral'}"
"{'text': '@Ravikum58399999 @narendramodi @abpnewstv @PMOIndia @aajtak @TheLallantop @ravishndtv @punyaprasun11… https://t.co/SSZKRKUl2u', 'sentiment': 'neutral'}"
"{'text': '@Vinod38350348 @ndtv Exactly how many governance years of #RahulGandhi did you see ??? and did u get into a debate… https://t.co/JNdXdG0aOO', 'sentiment': 'positive'}"
